Job,ClassJobLevel,Name,Description,Cast,Cooldown
PCT,50,Hammer Motif,"Paints a hammer.
Cast immediately when used outside of combat.
Cannot be executed while under the effect of Hammer Time.
The Weapon Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Weapon Motif changes to Hammer Motif when requirements for execution are met.",3.0,4.0
PCT,50,Striking Muse,"Render a mighty hammer, granting three stacks of Hammer Time.
Duration: 30s Maximum Charges: 2 Can only be executed while in combat and when a hammer is painted on the Weapon Canvas.

※This action cannot be assigned to a hotbar.
※Steel Muse changes to Striking Muse when requirements for execution are met.",0.0,60.0
PCT,50,Hammer Stamp,"Deals unaspected damage as a critical direct hit with a potency of 560/520/480/380/300/ for the first enemy, and 60% less for all remaining enemies.
Can only be executed while under the effect of Hammer Time.",0.0,2.5
PCT,50,Weapon Motif,"Paints a weapon motif.
This action changes to Hammer Motif when placed on the hotbar.
Cast immediately when used outside of combat.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",3.0,4.0
PCT,50,Steel Muse,"Render your depiction of a weapon to life.
This action changes to Striking Muse based on your current motif./
Maximum Charges: 2/
Can only be executed in combat and when a Weapon Motif is depicted on the Weapon Canvas.",0.0,60.0
PCT,60,Blizzard in Cyan,"Deals ice damage with a potency of 800/700/630/520/.
Additional Effect: Grants Aetherhues
Duration: 30s
Can only be executed while under the effect of Subtractive Palette. Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",2.3,3.3
PCT,60,Stone in Yellow,"Deals earth damage with a potency of 840/740/670/560/.
Additional Effect: Grants Aetherhues II
Duration: 30s
Can only be executed while under the effect of Subtractive Palette and Aetherhues. Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Blizzard in Cyan changes to Stone in Yellow when requirements for execution are met.",2.3,3.3
PCT,60,Thunder in Magenta,"Deals lightning damage with a potency of 880/780/710/600/. Additional Effect: Grants White Paint
Maximum Stacks: 5 Can only be executed while under the effect of Subtractive Palette and Aetherhues II. Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Stone in Yellow changes to Thunder in Magenta when requirements for execution are met.",2.3,3.3
PCT,60,Blizzard II in Cyan,"Deals ice damage with a potency of 240/220/180/ to target and all enemies nearby it.
Additional Effect: Grants Aetherhues
Duration: 30s
Can only be executed while under the effect of Subtractive Palette. Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",2.3,3.3
PCT,60,Stone II in Yellow,"Deals earth damage with a potency of 260/240/200/ to target and all enemies nearby it.
Additional Effect: Grants Aetherhues II
Duration: 30s
Can only be executed while under the effect of Subtractive Palette and Aetherhues. Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Blizzard II in Cyan changes to Stone II in Yellow when requirements for execution are met.",2.3,3.3
PCT,60,Thunder II in Magenta,"Deals lightning damage with a potency of 280/260/220/ to target and all enemies nearby it. Additional Effect: Grants White Paint
Maximum Stacks: 5 Can only be executed while under the effect of Subtractive Palette and Aetherhues II. Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Stone II in Yellow changes to Thunder II in Magenta when requirements for execution are met.",2.3,3.3
PCT,60,Subtractive Palette,"Grants 3 stacks of Subtractive Palette. Additional Effect: Grants Monochrome Tones
Monochrome Tones Effect: Converts one stack of White Paint into Black Paint Cannot be cast while under the effect of Subtractive Palette.
Palette Gauge Cost: 50",0.0,1.0
PCT,70,Starry Sky Motif,"Paints a starry sky.
Cast immediately when used outside of combat.
Cannot be executed while under the effect of Starry Muse.
The Landscape Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Landscape Motif changes to Starry Sky Motif when requirements for execution are met.",3.0,4.0
PCT,70,Starry Muse,"Render a star streaming sky over a magicked landscape, increasing damage dealt by self and nearby party members by 5%.
Duration: 20s
Additional Effect: Grants Subtractive Spectrum
Duration: 30s Additional Effect: Grants Inspiration and 5 stacks of Hyperphantasia
Stacks of Hyperphantasia are consumed upon casting certain spells while under the effect of Inspiration.
Duration: 30s
Inspiration Effect: Reduces cast time and recast time of Star Prism and aetherhue spells by 25% while standing within the bounds of the magicked landscape
Effect expires when all stacks of Hyperphantasia are consumed. Additional Effect: Grants Rainbow Bright upon consuming all 5 stacks of Hyperphantasia
Duration: 30s
Rainbow Bright Effect: Rainbow Drip can be cast immediately and has a reduced recast timer Additional Effect: Grants Starstruck
Duration: 20s Can only be executed while a starry sky is painted on the Landscape Canvas.

※This action cannot be assigned to a hotbar.
※Scenic Muse changes to Starry Muse when requirements for execution are met.",0.0,120.0
PCT,70,Landscape Motif,"Paints a landscape motif.
This action changes to Starry Sky Motif when placed on the hotbar.
Cast immediately when used outside of combat.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",3.0,4.0
PCT,70,Scenic Muse,"Render your depiction of a landscape to life.
This action changes to Starry Muse based on your current motif.
Can only be executed in combat and when a Landscape Motif is depicted on the Landscape Canvas.",0.0,120.0
PCT,80,Holy in White,"Deals unaspected damage to target and all enemies nearby it with a potency of 520/460/420/ for the first enemy, and 60% less for all remaining enemies.
Can only be executed while under the effect of White Paint.
Cannot be executed while under the effect of Monochrome Tones.
White Paint Cost: 1/
Consumes a stack of Hyperphantasia if available upon execution.",0.0,2.5
PCT,86,Hammer Brush,"Deals unaspected damage as a critical direct hit with a potency of 620/580/ for the first enemy, and 60% less for all remaining enemies.
Combo Action: Hammer Stamp
Can only be executed while under the effect of Hammer Time.

※This action cannot be assigned to a hotbar.
※Hammer Stamp changes to Hammer Brush when requirements for execution are met.",0.0,2.5
PCT,86,Polishing Hammer,"Deals unaspected damage as a critical direct hit with a potency of 680/640/ for the first enemy, and 60% less for all remaining enemies.
Combo Action: Hammer Brush
Can only be executed while under the effect of Hammer Time.

※This action cannot be assigned to a hotbar.
※Hammer Brush changes to Polishing Hammer when requirements for execution are met.",0.0,2.5
PCT,88,Tempera Grassa,"Removes Tempera Coat to create a barrier around self and all nearby party members that absorbs damage totaling 10% of maximum HP.
Duration: 10s
Reduces the recast time of Tempera Coat by 30 seconds when barrier is completely absorbed.
Can only be executed when under the effect of Tempera Coat.",0.0,1.0
PCT,90,Comet in Black,"Deals unaspected damage to target and all enemies nearby it with a potency of 880/780/ for the first enemy, and 60% less for all remaining enemies.
Can only be executed while under the effect of Black Paint and Monochrome Tones.
Black Paint Cost: 1 Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",0.0,3.3
PCT,92,Rainbow Drip,"Deals unaspected damage to all enemies in a straight line before you with a potency of 1,000 for the first enemy, and 85% less for all remaining enemies.
Additional Effect: Grants White Paint
Maximum Stacks: 5
When Rainbow Bright is active, Rainbow Drip can be cast immediately and its recast timer is reduced.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",4.0,6.0
PCT,96,Claw Motif,"Paints a claw.
Cast immediately when used outside of combat.
The Creature Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Creature Motif changes to Claw Motif when requirements for execution are met.",3.0,4.0
PCT,96,Maw Motif,"Paints a set of fangs.
Cast immediately when used outside of combat.
The Creature Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Creature Motif changes to Maw Motif when requirements for execution are met.",3.0,4.0
PCT,96,Clawed Muse,"Render a sharpened claw, dealing unaspected damage to target and all enemies nearby it with a potency of 1,100 for the first enemy, and 60% less for all remaining enemies.
Additional Effect: Adds Depiction of Claw to the Creature Canvas
Maximum Charges: 3
Can only be executed while a claw is painted on the Creature Canvas.

※This action cannot be assigned to a hotbar.
※Living Muse changes to Clawed Muse when requirements for execution are met.",0.0,40.0
PCT,96,Fanged Muse,"Render a set of ferocious fangs, dealing unaspected damage to target and all enemies nearby it with a potency of 1,100 for the first enemy, and 60% less for all remaining enemies.
Additional Effect: Adds Depiction of Fangs to the Creature Canvas
Also paints a Madeen Portrait when Depiction of Pom, Depiction of Wings, Depiction of Claw, and Depiction of Fangs are rendered on the Creature Canvas.
All depictions are removed from the canvas upon execution.
Maximum Charges: 3
Can only be executed while fangs are painted on the Creature Canvas.

※This action cannot be assigned to a hotbar.
※Living Muse changes to Fanged Muse when requirements for execution are met.",0.0,40.0
PCT,96,Retribution of the Madeen,"Render your Madeen portrait to life, dealing unaspected damage to all enemies in a straight line before you with a potency of 1,400 for the first enemy, and 60% less for all remaining enemies.
Can only be executed while Madeen Portrait is active.

※This action cannot be assigned to a hotbar.
※Mog of the Ages changes to Retribution of the Madeen when requirements for execution are met.",0.0,30.0
PCT,100,Star Prism,"Deals unaspected damage with a potency of 1,400 for the first enemy, and 60% less for all remaining enemies.
Additional Effect: Restores HP of all party members within 30 yalms of target
Cure Potency: 400
Can only be executed while under the effect of Starstruck./
Consumes a stack of Hyperphantasia if available upon execution.",0.0,2.5
PLD,0,Fast Blade,"Delivers an attack with a potency of 3,000.

※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,0,Riot Blade,"Delivers an attack with a potency of 4,000.
Combo Action: Fast Blade

※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,0,Royal Authority,"Delivers an attack with a potency of 5,000.
Combo Action: Riot Blade
Additional Effect: Grants a stack of Sword Oath, up to a maximum of 3
Duration: 10s

※Royal Authority Combo changes to Atonement while under the effect of Sword Oath.
※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,0,Atonement,"Delivers an attack with a potency of 8,000.
Additional Effect: Restores own HP
Cure Potency: 4,000
Can only be executed while under the effect of Sword Oath.

※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,0,Shield Bash,"Delivers an attack with a potency of 4,000.
Additional Effect: Stun
Duration: 3s
Additional Effect: Grants a stack of Sword Oath, up to a maximum of 3
Duration: 10s

※Royal Authority Combo changes to Atonement while under the effect of Sword Oath.",0.0,15.0
PLD,0,Intervene,"Rushes target and delivers an attack with a potency of 2,000.
Additional Effect: Grants a stack of Sword Oath, up to a maximum of 3
Duration: 10s
Maximum Charges: 2
Cannot be executed while bound.

※Royal Authority Combo changes to Atonement while under the effect of Sword Oath.",0.0,10.0
PLD,0,Guardian,"Rush to a target party member's side.
Additional Effect: Take all damage intended for the targeted party member
Duration: 10s
Can only be executed when member is closer than 10 yalms.
Cannot be executed while bound.
Has no effect on targets interacting with an object.",0.0,25.0
PLD,0,Holy Sheltron,"Grants Holy Sheltron and Knight's Resolve.
Holy Sheltron Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 8,000 potency
Duration: 4s
If the barrier is not absorbed and the effect duration expires, deals unaspected damage to all nearby enemies with a potency equal to 150% of the barrier's remaining potency.
Knight's Resolve Effect: Reduces damage taken by 20%
Duration: 8s
Additional Effect: Heavy +75%
Duration: 5s",0.0,20.0
PLD,0,Phalanx,"Grants the effect of Hallowed Ground to self and Phalanx to nearby party members.
Hallowed Ground Effect: Renders you impervious to most attacks
Duration: 10s
Phalanx Effect: Reduces damage taken by 33%
Duration: 10s
Additional Effect: Grants Blade of Faith Ready
Duration: 10s
Can only be executed when the limit gauge is full.
Gauge Charge Time: 120s

※Action changes to Blade of Faith upon execution.",0.0,10.0
PLD,0,Confiteor,"Deals unaspected damage with a potency of 12,000 to target and all enemies nearby it.
Additional Effect: Afflicts target with Sacred Claim
Sacred Claim Effect: Restores HP when successfully landing an attack on targets under this effect
Cure Potency: 3,000
Duration: 10s
This action does not share a recast timer with any other actions.",0.0,20.0
PLD,0,Blade of Faith,"Deals unaspected damage with a potency of 7,000 to target and all enemies nearby it.
Additional Effect: Potency is increased by 50% when target is under the effect of Sacred Claim
Additional Effect: Afflicts target with Sacred Claim
Sacred Claim Effect: Restores HP when successfully landing an attack on targets under this effect
Cure Potency: 3,000
Duration: 10s
Can only be executed while under the effect of Blade of Faith Ready.

※Action changes to Blade of Truth upon execution.
※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,0,Blade of Truth,"Deals unaspected damage with a potency of 8,000 to target and all enemies nearby it.
Additional Effect: Potency is increased by 50% when target is under the effect of Sacred Claim
Combo Action: Blade of Faith
Additional Effect: Afflicts target with Sacred Claim
Sacred Claim Effect: Restores HP when successfully landing an attack on targets under this effect
Cure Potency: 3,000
Duration: 10s

※Action changes to Blade of Valor upon execution.
※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,0,Blade of Valor,"Deals unaspected damage with a potency of 9,000 to target and all enemies nearby it.
Additional Effect: Potency is increased by 50% when target is under the effect of Sacred Claim
Combo Action: Blade of Truth
Additional Effect: Afflicts target with Sacred Claim
Sacred Claim Effect: Restores HP when successfully landing an attack on targets under this effect
Cure Potency: 3,000
Duration: 10s

※This action cannot be assigned to a hotbar.",0.0,2.5
PLD,1,Fast Blade,Delivers an attack with a potency of 220/200/150/.,0.0,2.5
PLD,2,Fight or Flight,"Increases damage dealt by 25%.
Duration: 20s/
Additional Effect: Grants Goring Blade Ready
Duration: 30s",0.0,60.0
PLD,4,Riot Blade,"Delivers an attack with a potency of 170/140/100/.
Combo Action: Fast Blade
Combo Potency: 330/300/260/
Combo Bonus: Restores MP",0.0,2.5
PLD,6,Total Eclipse,Delivers an attack with a potency of 100 to all nearby enemies.,0.0,2.5
PLD,10,Shield Bash,"Delivers an attack with a potency of 100.
Additional Effect: Stun
Duration: 6s",0.0,2.5
PLD,10,Iron Will,"Significantly increases enmity generation.
Effect ends upon reuse.",0.0,2.0
PLD,10,Release Iron Will,Cancels the effect of Iron Will.,0.0,1.0
PLD,15,Shield Lob,"Delivers a ranged attack with a potency of 100.
Additional Effect: Increased enmity",0.0,2.5
PLD,26,Rage of Halone,"Delivers an attack with a potency of 100.
Combo Action: Riot Blade
Combo Potency: 330",0.0,2.5
PLD,30,Spirits Within,"Delivers an attack with a potency of 270./
Additional Effect: Restores MP",0.0,30.0
PLD,35,Sheltron,"Reduces damage taken by 15%.
Duration: 6/4/s
Oath Gauge Cost: 50",0.0,5.0
PLD,38,Sentinel,"Reduces damage taken by 30%.
Duration: 15s",0.0,120.0
PLD,40,Prominence,"Delivers an attack with a potency of 100 to all nearby enemies.
Combo Action: Total Eclipse
Combo Potency: 170/
Combo Bonus: Restores MP
Combo Bonus: Grants Divine Might
Divine Might Effect: Allows next Holy Spirit or Holy Circle to be cast immediately with increased potency
Duration: 30s",0.0,2.5
PLD,45,Cover,"Take all damage intended for another party member as long as said member remains within 10 yalms.
Does not activate with certain attacks.
Duration: 12s
Oath Gauge Cost: 50",0.0,120.0
PLD,50,Circle of Scorn,"Delivers an attack with a potency of 140 to all nearby enemies.
Additional Effect: Damage over time
Potency: 30
Duration: 15s",0.0,30.0
PLD,50,Hallowed Ground,"Renders you impervious to most attacks.
Duration: 10s",0.0,420.0
PLD,52,Bulwark,"Block incoming attacks.
Duration: 10s",0.0,90.0
PLD,54,Goring Blade,"Delivers an attack with a potency of 700.
Can only be executed while under the effect of Goring Blade Ready.",0.0,2.5
PLD,56,Divine Veil,"Creates a barrier around self and all party members near you that absorbs damage equivalent to 10% of your maximum HP.
Duration: 30s/
Additional Effect: Restores target's HP
Cure Potency: 400",0.0,90.0
PLD,58,Clemency,"Restores target's HP.
Cure Potency: 1,000
Additional Effect: Restores to self 50% of HP restored to target if target is a party member",1.5,2.5
PLD,60,Royal Authority,"Delivers an attack with a potency of 180/140/100/.
Combo Action: Riot Blade
Combo Potency: 440/400/360/
Combo Bonus: Grants Atonement Ready
Duration: 30s/
Combo Bonus: Grants Divine Might
Divine Might Effect: Allows next Holy Spirit/ or Holy Circle/ to be cast immediately with increased potency
Duration: 30s",0.0,2.5
PLD,62,Intervention,"Reduces target party member's damage taken by 10%.
Duration: 8/6/s
Additional Effect: Increases damage reduction by an additional 10% if Rampart or Guardian/Sentinel/Sentinel/ are active Additional Effect: Grants Knight's Resolve to target
Knight's Resolve Effect: Reduces damage taken by 10%
Duration: 4s
Additional Effect: Grants Knight's Benediction to target
Knight's Benediction Effect: Gradually restores HP
Cure Potency: 250
Duration: 12s Oath Gauge Cost: 50",0.0,10.0
PLD,64,Holy Spirit,"Deals unaspected damage with a potency of 370/350/300/./
Divine Might Potency: 470/450/400/
Requiescat Potency: 670/650/600/
The effect of Divine Might will be prioritized over Requiescat when under the effect of both./
Additional Effect: Restores own HP
Cure Potency: 400",1.5,2.5
PLD,68,Requiescat,"Deals unaspected damage with a potency of 320.
Additional Effect: Grants 4 stacks of Requiescat
Requiescat Effect: Increases the potency of Holy Spirit,  Holy Circle, and all Confiteor combo actions/Holy Spirit,  Holy Circle, and Confiteor/Holy Spirit and Holy Circle/Holy Spirit/Holy Spirit/Holy Spirit and Holy Circle/Holy Spirit/Holy Spirit/Holy Spirit,  Holy Circle, and Confiteor/Holy Spirit and Holy Circle/Holy Spirit/Holy Spirit/Holy Spirit and Holy Circle/Holy Spirit/Holy Spirit/ and spells will require no cast time/
Additional Effect: Grants Confiteor Ready
Duration: 30s",0.0,60.0
PLD,70,Passage of Arms,"Increases block rate to 100% and creates a designated area in a cone behind you in which party members will only suffer 85% of all damage inflicted.
Duration: 18s
Effect ends upon using another action or moving (including facing a different direction).
Cancels auto-attack upon execution.",0.0,120.0
PLD,72,Holy Circle,"Deals unaspected damage with a potency of 100 to all nearby enemies.
Divine Might Potency: 200
Requiescat Potency: 300
The effect of Divine Might will be prioritized over Requiescat when under the effect of both./
Additional Effect: Restores own HP
Cure Potency: 400",1.5,2.5
PLD,74,Intervene,"Rushes target and delivers an attack with a potency of 150.
Maximum Charges: 2
Cannot be executed while bound.",0.0,30.0
PLD,76,Atonement,"Delivers an attack with a potency of 440/400/360/.
Additional Effect: Restores MP
Additional Effect: Grants Supplication Ready
Duration: 30s
Can only be executed while under the effect of Atonement Ready.",0.0,2.5
PLD,76,Supplication,"Delivers an attack with a potency of 460/420/380/.
Additional Effect: Restores MP
Additional Effect: Grants Sepulchre Ready
Duration: 30s
Can only be executed while under the effect of Supplication Ready.

※This action cannot be assigned to a hotbar.
※Atonement changes to Supplication when requirements for execution are met.",0.0,2.5
PLD,76,Sepulchre,"Delivers an attack with a potency of 480/440/400/.
Additional Effect: Restores MP
Can only be executed while under the effect of Sepulchre Ready.

※This action cannot be assigned to a hotbar.
※Supplication changes to Sepulchre when requirements for execution are met.",0.0,2.5
PLD,80,Confiteor,"Deals unaspected damage to target and all enemies nearby it with a potency of 440/420/ for the first enemy, and 50% less for all remaining enemies.
Requiescat Potency: 940/920/ Additional Effect: Restores own HP
Cure Potency: 400 Can only be executed while under the effect of Confiteor Ready. Effect fades upon execution.",0.0,2.5
PLD,82,Holy Sheltron,"Reduces damage taken by 15%.
Duration: 8s
Additional Effect: Grants Knight's Resolve
Knight's Resolve Effect: Reduces damage taken by 15%
Duration: 4s
Additional Effect: Grants Knight's Benediction
Knight's Benediction Effect: Gradually restores HP
Cure Potency: 250
Duration: 12s
Oath Gauge Cost: 50",0.0,5.0
PLD,86,Expiacion,"Delivers an attack to target and all enemies nearby it with a potency of 450 for the first enemy, and 60% less for all remaining enemies.
Additional Effect: Restores MP",0.0,30.0
PLD,90,Blade of Faith,"Deals unaspected damage to target and all enemies nearby it with a potency of 240/220/ for the first enemy, and 50% less for all remaining enemies.
Requiescat Potency: 740/720/
Combo Action: Confiteor
Additional Effect: Restores own HP
Cure Potency: 400

※This action cannot be assigned to a hotbar.
※Confiteor changes to Blade of Faith when requirements for execution are met.",0.0,2.5
PLD,90,Blade of Truth,"Deals unaspected damage to target and all enemies nearby it with a potency of 340/320/ for the first enemy, and 50% less for all remaining enemies.
Requiescat Potency: 840/820/
Combo Action: Blade of Faith
Additional Effect: Restores own HP
Cure Potency: 400

※This action cannot be assigned to a hotbar.
※Blade of Faith changes to Blade of Truth when requirements for execution are met.",0.0,2.5
PLD,90,Blade of Valor,"Deals unaspected damage to target and all enemies nearby it with a potency of 440/420/ for the first enemy, and 50% less for all remaining enemies.
Requiescat Potency: 940/920/
Combo Action: Blade of Truth
Additional Effect: Restores own HP
Cure Potency: 400/
Additional Effect: Grants Blade of Honor Ready
Duration: 30s 
※This action cannot be assigned to a hotbar.
※Blade of Truth changes to Blade of Valor when requirements for execution are met.",0.0,2.5
PLD,92,Guardian,"Reduces damage taken by 40%.
Duration: 15s
Additional Effect: Erects a magicked barrier which nullifies damage equivalent to a heal of 1,000 potency
Duration: 15s",0.0,120.0
PLD,96,Imperator,"Deals unaspected damage to target and all enemies nearby it with a potency of 580 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Grants 4 stacks of Requiescat
Duration: 30s
Requiescat Effect: Increases the potency of Holy Spirit, Holy Circle, and all Confiteor combo actions, and spells will require no cast time
Additional Effect: Grants Confiteor Ready
Duration: 30s",0.0,60.0
PLD,100,Blade of Honor,"Deals unaspected damage to target and all enemies nearby it with a potency of 1,000 for the first enemy, and 50% less for all remaining enemies.
Can only be executed while under the effect of Blade of Honor Ready.

※This action cannot be assigned to a hotbar.
※Imperator changes to Blade of Honor when requirements for execution are met.",0.0,1.0
PVP,0,Guard,"Reduces damage taken by 90% and grants immunity to Stun, Heavy, Bind, Silence, Half-asleep, Sleep, Deep Freeze, and knockback and draw-in effects.
Duration: 5s
Movement speed is reduced by 50% for the duration of this effect.
Effect ends upon reuse, using another action, or when the effect duration expires.",0.0,30.0
PVP,0,Standard-issue Elixir,"Restores your HP and MP to maximum.
Casting will be interrupted when damage is taken.",4.5,5.0
PVP,0,Purify,"Removes Stun, Heavy, Bind, Silence, Half-asleep, Sleep, and Deep Freeze.
Additional Effect: Grants Resilience
Resilience Effect: Nullifies status afflictions that can be removed by Purify
Duration: 5s
Can be used even when under the effect of certain status afflictions.",0.0,30.0
PVP,0,Sprint,"Increases movement speed by 50%.
Effect ends upon reuse or execution of another action.",0.0,1.5
PVP,0,Recuperate,"Restores own HP.
Cure Potency: 15,000",0.0,1.0
PVP,0,Guard,"Reduces damage taken by 90% and grants immunity to Stun, Heavy, Bind, Silence, Half-asleep, Sleep, Deep Freeze, and knockback and draw-in effects.
Duration: 5s
Movement speed is reduced by 50% for the duration of this effect.
Effect ends upon reuse, using another action, or when the effect duration expires.",0.0,2.5
Physical Range,6,Leg Graze,"Afflicts target with Heavy +40%.
Duration: 10s",0.0,30.0
Physical Range,10,Foot Graze,"Binds target.
Duration: 10s
Cancels auto-attack upon execution.
Target unbound if damage taken.",0.0,30.0
Physical Range,20,Peloton,"Increases movement speed of self and nearby party members.
Duration: 30s
Effect ends when enmity is generated. Has no effect in battle.",0.0,5.0
Physical Range,24,Head Graze,Interrupts the use of a target's action.,0.0,30.0
RDM,0,Verstone,"Deals earth damage with a potency of 5,000.
Additional Effect: Grants Dualcast, allowing next spell to be cast immediately
Duration: 10s
Can only be executed while under the effect of White Shift.

※Action changes to Veraero III while under the effect of Dualcast.
※Action changes to Verfire while under the effect of Black Shift.
※Action changes to Verthunder III while under the effect of Black Shift and Dualcast.",2.0,2.5
RDM,0,Veraero III,"Deals wind damage with a potency of 5,000.
Can only be executed while under the effect of White Shift and Dualcast.

※This action cannot be assigned to a hotbar.",0.0,2.5
RDM,0,Verholy,"Deals unaspected damage with a potency of 8,000 to target and all enemies nearby it.
Additional Effect: Restores own HP
Cure Potency: 8,000
Additional Effect: Restores HP of party members near target
Cure Potency: 8,000
Can only be executed while under the effect of White Shift and Vermilion Radiance.

※This action cannot be assigned to a hotbar.",0.0,2.5
RDM,0,Verfire,"Deals fire damage with a potency of 5,000.
Additional Effect: Grants Dualcast, allowing next spell to be cast immediately
Duration: 10s
Can only be executed while under the effect of Black Shift.

※This action cannot be assigned to a hotbar.",2.0,2.5
RDM,0,Verthunder III,"Deals lightning damage with a potency of 5,000.
Can only be executed while under the effect of Black Shift and Dualcast.

※This action cannot be assigned to a hotbar.",0.0,2.5
RDM,0,Verflare,"Deals fire damage with a potency of 12,000 to target and all enemies nearby it.
Can only be executed while under the effect of Black Shift and Vermilion Radiance.

※This action cannot be assigned to a hotbar.",0.0,2.5
RDM,0,Enchanted Riposte,"Deals unaspected damage with a potency of 6,000.
White Shift Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 10s
Additional Effect: Barrier potency is increased by 10% when target is afflicted with Monomachy
Black Shift Effect: Damage over time
Potency: 3,000
Duration: 6s

※Action changes to Enchanted Zwerchhau upon execution.",0.0,20.0
RDM,0,Enchanted Zwerchhau,"Deals unaspected damage with a potency of 7,000.
Combo Action: Enchanted Riposte
White Shift Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 10s
Additional Effect: Barrier potency is increased by 10% when target is afflicted with Monomachy
Black Shift Effect: Damage over time
Potency: 3,000
Duration: 6s

※Action changes to Enchanted Redoublement upon execution.
※This action cannot be assigned to a hotbar.",0.0,1.5
RDM,0,Enchanted Redoublement,"Deals unaspected damage with a potency of 8,000.
Combo Action: Enchanted Zwerchhau
Additional Effect: Grants Vermilion Radiance
Duration: 10s
White Shift Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 10s
Additional Effect: Barrier potency is increased by 10% when target is afflicted with Monomachy
Black Shift Effect: Damage over time
Potency: 3,000
Duration: 6s

※Action changes to Verholy while under the effect of White Shift and Vermilion Radiance.
※Action changes to Verflare while under the effect of Black Shift and Vermilion Radiance.
※This action cannot be assigned to a hotbar.",0.0,2.5
RDM,0,Enchanted Riposte,"Deals unaspected damage with a potency of 6,000.
White Shift Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 10s
Additional Effect: Barrier potency is increased by 10% when target is afflicted with Monomachy
Black Shift Effect: Damage over time
Potency: 3,000
Duration: 6s

※Action changes to Enchanted Zwerchhau upon execution.",0.0,20.0
RDM,0,Enchanted Zwerchhau,"Deals unaspected damage with a potency of 7,000.
Combo Action: Enchanted Riposte
White Shift Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 10s
Additional Effect: Barrier potency is increased by 10% when target is afflicted with Monomachy
Black Shift Effect: Damage over time
Potency: 3,000
Duration: 6s

※Action changes to Enchanted Redoublement upon execution.
※This action cannot be assigned to a hotbar.",0.0,1.5
RDM,0,Enchanted Redoublement,"Deals unaspected damage with a potency of 8,000.
Combo Action: Enchanted Zwerchhau
Additional Effect: Grants Vermilion Radiance
Duration: 10s
White Shift Effect: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 10s
Additional Effect: Barrier potency is increased by 10% when target is afflicted with Monomachy
Black Shift Effect: Damage over time
Potency: 3,000
Duration: 6s

※Action changes to Verholy while under the effect of White Shift and Vermilion Radiance.
※Action changes to Verflare while under the effect of Black Shift and Vermilion Radiance.
※This action cannot be assigned to a hotbar.",0.0,2.5
