Index,Name,ActionCategory,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Range,PrimaryCost{Type},PrimaryCost{Value},SecondaryCost{Type},SecondaryCost{Value},Action{Combo},PreservesCombo,Cast<100ms>,Recast<100ms>,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Status{GainSelf},ClassJobCategory,,AffectsPosition,Omen,IsPlayerAction
25128,,1,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25129,,1,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25130,,1,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25131,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25132,Ceruleum Explosion,3,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,100,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25133,Medical Kit,4,-1,0,0,FALSE,30,0,0,0,0,0,TRUE,20,250,0,0,0,5,7,0,0,1,FALSE,FALSE,0,FALSE
25134,Royal Guard,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25135,Royal Guard,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,20,58,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25136,Reprisal,4,-1,0,0,FALSE,3,0,0,0,0,0,TRUE,0,150,0,0,0,-1,7,0,0,0,FALSE,FALSE,0,FALSE
25137,Mouth Off,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25138,Vitriol,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,90,0,0,0,0,5,7,0,0,0,FALSE,FALSE,178,FALSE
25139,What Is Right,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,1,7,0,0,0,FALSE,FALSE,194,FALSE
25140,What Is Left,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,1,7,0,0,0,FALSE,FALSE,194,FALSE
25141,Last Gasp,3,-1,0,0,FALSE,6,0,0,0,0,0,FALSE,50,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25142,Wallow,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25143,Lost Hope,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25144,Note of Despair,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25145,Aether Siphon,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25146,Aether Siphon,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25147,Aether Spray,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,70,0,0,0,0,5,1,0,0,0,FALSE,FALSE,1,FALSE
25148,Aether Spray,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,70,0,0,0,0,5,6,0,0,0,FALSE,FALSE,348,FALSE
25149,Fireball,3,-1,0,0,FALSE,15,0,0,0,0,0,FALSE,30,0,0,0,0,5,1,0,0,0,FALSE,FALSE,181,FALSE
25150,Drench,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,6,0,0,0,FALSE,FALSE,184,FALSE
25151,Poison Heart,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25152,Aqua Vitae,4,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,10,25,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25153,Meaningless Destruction,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25154,Total Wreck,3,-1,0,0,FALSE,6,0,0,0,0,0,FALSE,50,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25155,,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25156,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25157,Dynamic Pound,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,3,7,0,0,0,FALSE,FALSE,341,FALSE
25158,Dynamic Scrapline,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
25159,Ground and Pound,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,35,0,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
25160,Aetherial Disruption,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25161,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25162,Chaotic Undercurrent,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25163,Chaotic Undercurrent,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25164,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25165,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25166,Crumbling Sky,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25167,Cosmic Kiss,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
25168,Cosmic Kiss,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,80,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25169,Cosmic Kiss,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,60,0,0,0,0,5,7,0,0,0,FALSE,FALSE,357,FALSE
25170,Flames of Decay,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25171,Gnashing of Teeth,3,-1,0,0,FALSE,6,0,0,0,0,0,FALSE,50,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25172,Assault Carapace,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25173,Assault Carapace,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,80,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25174,,5,0,0,0,FALSE,3,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
25175,Frostbite and Seek,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25176,Punishing Slice,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25177,Punishing Slice,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,1,7,0,0,0,FALSE,FALSE,2,FALSE
25178,Icicall,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25179,Ice Pillar,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
25180,Heavy Smash,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25181,Frigid Stomp,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25182,Skull Dasher,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,50,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25183,,5,0,0,0,FALSE,3,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
25184,Magitek Ray,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,182,FALSE
25185,Blizzard IV of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25186,Fire IV of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25187,Thunder IV of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,5,0,0,0,TRUE,FALSE,0,FALSE
25188,Water IV of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,6,0,0,0,TRUE,FALSE,0,FALSE
25189,Stone IV of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,4,0,0,0,TRUE,FALSE,0,FALSE
25190,Fire of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25191,Blizzard of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25192,Aero of the Seventh Dawn,2,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,0,20,58,0,0,5,3,0,0,0,TRUE,FALSE,0,FALSE
25193,Water of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,6,0,0,0,TRUE,FALSE,0,FALSE
25194,Thunder of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,5,0,0,0,TRUE,FALSE,0,FALSE
25195,Stone of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,4,0,0,0,TRUE,FALSE,0,FALSE
25196,Cure II of the Seventh Dawn,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,15,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25197,Triplecast,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,10,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25198,Tornado of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,20,58,0,0,5,3,0,0,0,TRUE,FALSE,0,FALSE
25199,Flare of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,20,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25200,Holy of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25201,Foul of the Seventh Dawn,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25202,Glossolalia,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25203,Blizzard IV,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25204,Freeze,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25205,Thunder IV,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,5,0,0,0,TRUE,FALSE,0,FALSE
25206,Fire,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25207,Blizzard,2,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,0,20,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25208,Thunder,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,5,0,0,0,TRUE,FALSE,0,FALSE
25209,Manaward,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,1200,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25210,Fire IV,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,20,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25211,Foul,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25212,Despair,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25213,Paradox,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25214,Total Eclipse,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25215,Prominence,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25216,Shield Lob,3,-1,0,0,FALSE,20,0,0,0,0,0,FALSE,0,20,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25217,,1,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25218,Fast Blade,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25219,Riot Blade,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25220,Royal Authority,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25221,Hallowed Ground,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,3000,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25222,Intervene,4,-1,1,0,FALSE,20,0,0,0,0,0,TRUE,0,150,0,0,0,3,7,0,0,0,FALSE,TRUE,0,FALSE
25223,Clemency,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25224,Atonement,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,20,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25225,Requiescat,4,-1,0,0,FALSE,3,0,0,0,0,0,TRUE,0,20,58,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25226,Holy Spirit,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25227,Confiteor,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25228,Circle of Scorn,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25229,Expiacion,4,-1,0,0,FALSE,3,0,0,0,0,0,TRUE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25230,Sentinel,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,1200,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25231,Iron Will,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25232,Iron Will,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,20,58,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25233,Manusya Fire III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25234,Manusya Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25235,Manusya Thunder III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25236,Manusya Bio III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25237,Manusya Fire III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,1,0,0,0,FALSE,FALSE,242,FALSE
25238,Manusya Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,2,0,0,0,FALSE,FALSE,167,FALSE
25239,Manusya Thunder III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,5,0,0,0,FALSE,FALSE,1,FALSE
25240,Manusya Bio III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,107,FALSE
25241,,0,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25242,Transmute Fire III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,27,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25243,,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,36,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25244,Dhrupad,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25245,Manusya Fire,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25246,Manusya Blizzard,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
25247,Manusya Thunder,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25248,Manusya Bio,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25249,Manusya Berserk,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25250,Explosive Force,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25251,Prakamya Siddhi,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,2,7,0,0,0,FALSE,FALSE,1,FALSE
25252,Sphere Shatter,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
25253,Manusya Confuse,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25254,,0,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25255,Manusya Stop,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25256,Prapti Siddhi,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,2,7,0,0,0,FALSE,FALSE,2,FALSE
25257,Isitva Siddhi,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,40,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25258,Manusya Faith,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25259,Manusya Reflect,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,42,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25260,Delta Attack,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25261,Delta Attack,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25262,Delta Attack,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25263,Delta Fire III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,1,0,0,0,FALSE,FALSE,242,FALSE
25264,Delta Fire III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,1,0,0,0,FALSE,FALSE,2,FALSE
25265,Delta Fire III,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25266,Delta Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,2,0,0,0,FALSE,FALSE,167,FALSE
25267,Delta Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,2,0,0,0,FALSE,FALSE,2,FALSE
25268,Delta Blizzard III,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,2,0,0,0,FALSE,FALSE,152,FALSE
25269,Delta Thunder III,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,5,0,0,0,FALSE,FALSE,1,FALSE
25270,Delta Thunder III,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,5,0,0,0,FALSE,FALSE,1,FALSE
25271,Delta Thunder III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,5,0,0,0,FALSE,FALSE,2,FALSE
25272,Delta Thunder III,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25273,Samsara,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25274,Manusya Glare,2,-1,0,0,FALSE,127,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25275,Prapti Siddhi,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,2,7,0,0,0,FALSE,FALSE,2,FALSE
25276,Manusya Berserk,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25277,Explosive Force,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25278,Prakamya Siddhi,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,2,7,0,0,0,FALSE,FALSE,1,FALSE
25279,Sphere Shatter,2,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,15,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
25280,Isitva Siddhi,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,40,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25281,Dhrupad,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25282,Manusya Fire,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25283,Manusya Blizzard,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
25284,Manusya Thunder,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25285,Manusya Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25286,Manusya Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,2,0,0,0,FALSE,FALSE,167,FALSE
25287,Manusya Fire,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,20,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25288,Manusya Blizzard,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,20,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
25289,Manusya Thunder,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,20,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25290,Manusya Bio,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25291,Fire III,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25292,Brightblade's Steel,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25293,The Bull's Steel,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25294,Shining Blade,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25295,Bright Flare,3,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,10,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
25296,Holiest Hallowing,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25297,Holy Shield Bash,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25298,Holy Bladedance,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25299,Holy Bladedance,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25300,Holiest of Holy,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25301,Execution,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
