Index,Job,Name,Description,Cast,Cooldown
20717,Other,Lost Font of Power,"Increases damage dealt by 30% and critical hit rate by 40%.
Duration: 30s
Spirit of the Irregular Effect: Damage bonus effect is increased to 40%
Spirit of the Platebearer Effect: Grants Solid Shield to self
Solid Shield Effect: Reduces physical damage taken by 50%
Duration: 15s
Can only be executed while in combat.",0.0,120.0
20718,Other,Lost Slash,"Delivers an attack with a potency of 800 to all enemies in a cone before you. When critical damage is dealt, potency is tripled.
This action does not share a recast timer with any other actions. Furthermore, the recast timer cannot be affected by other actions.",0.0,90.0
20719,Other,Lost Death,"KOs target. The less the target's HP, the greater the chance of success.
Spirit of the Ordained Effect: Chance of success is increased
This action does not share a recast timer with any other actions. Furthermore, the recast timer cannot be affected by other actions.",5.0,60.0
20720,Other,Banner of Noble Ends,"Storm the field under the Banner of Noble Ends, increasing damage dealt by 50% while reducing own HP recovery via most healing actions by 100%.
Duration: 15s
Can only be executed while in combat.
Effect cannot be stacked with other Banner actions.",0.0,90.0
20721,Other,Banner of Honored Sacrifice,"Storm the field under the Banner of Honored Sacrifice, increasing damage dealt by 55% while draining your HP.
Duration: 15s
Can only be executed while in combat.
Effect cannot be stacked with other Banner actions.",0.0,90.0
20722,Other,Banner of Tireless Conviction,"Storm the field under the Banner of Tireless Conviction, gaining additional stacks each time damage is taken, up to a maximum of 5.
Banner of Tireless Conviction Effect: Increases damage taken by 15% per stack
Duration: 30s
At maximum stacks, take up the Banner of Unyielding Defense.
Banner of Unyielding Defense Effect: Reduces damage taken by 30%
Duration: 180s
Effect cannot be stacked with other Banner actions.",0.0,180.0
20723,Other,Banner of Firm Resolve,"Storm the field under the Banner of Firm Resolve, gaining additional stacks each time damage is taken, up to a maximum of 5.
Banner of Firm Resolve Effect: Reduces damage dealt by 15% per stack
Duration: 30s
At maximum stacks, take up the Banner of Unyielding Defense.
Banner of Unyielding Defense Effect: Reduces damage taken by 30%
Duration: 180s
Effect cannot be stacked with other Banner actions.",0.0,180.0
20724,Other,Banner of Solemn Clarity,"Storm the field under the Banner of Solemn Clarity, periodically gaining additional stacks, up to a maximum of 4.
Duration: 30s
Effect ends upon using another action or moving (including facing a different direction).
Cancels auto-attack upon execution.
At maximum stacks, take up the Banner of Limitless Grace.
Banner of Limitless Grace Effect: Increases healing potency by 50% while reducing MP cost
Duration: 120s
Can only be executed while in combat.
Effect cannot be stacked with other Banner actions.",0.0,180.0
20725,Other,Banner of Honed Acuity,"Storm the field under the Banner of Honed Acuity, gaining additional stacks each time an attack is evaded, up to a maximum of 3.
Banner of Honed Acuity Effect: Increases damage taken by 10% per stack
Duration: 120s
At maximum stacks, take up the Banner of Transcendent Finesse.
Banner of Transcendent Finesse Effect: Increases critical hit rate by 30% and reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay by 20%
Duration: 180s
Can only be executed while in combat.
Effect cannot be stacked with other Banner actions.",0.0,180.0
20726,Other,Lost Cure,"Restores target's HP.
Cure Potency: 15,000",2.0,2.5
20727,Other,Lost Cure II,"Restores target's HP.
Cure Potency: 21,700
Spirit of the Savior Effect: Regen
Cure Potency: 6,000
Duration: 21s",0.0,5.0
20728,Other,Lost Cure III,"Restores own or target party member's HP and all party members nearby target.
Cure Potency: 15,000",2.0,2.5
20729,Other,Lost Cure IV,"Restores own or target party member's HP and all party members nearby target.
Cure Potency: 21,700
Spirit of the Savior Effect: Regen
Cure Potency: 6,000
Duration: 21s",0.0,5.0
20730,Other,Lost Arise,"Restores all of a KO'd target's HP.
If the target was weakened at the time of Raise, the weakness effect will be removed.",3.0,2.5
20732,Other,Lost Fair Trade,"Through sheer force of will, restore a random technique of the lost to physical form and throw it at a single target, dealing damage with a potency of 50.
Potency increases up to 1,000 based on the weight of the lost action.
The lost action thrown will be lost upon execution.
This action does not share a recast timer with any other actions. Furthermore, the recast timer cannot be affected by other actions.",0.0,4.0
20733,Other,Mimic,"Study the lost techniques used by a targeted ally and make them your own.
Cannot be executed while in combat.",0.0,5.0
20734,Other,Dynamis Dice,"Place your faith in the goddess Nymeia as she spins the wheel of fate.
Can only be executed while in combat.
Shares a recast timer with Resistance Potion and Resistance Elixir.",0.0,180.0
20735,Other,Resistance Phoenix,Resurrects target to a weakened state.,0.0,0.0
20736,Other,Resistance Reraiser,"Grants a 70% chance of automatic revival upon KO.
Duration: 180m",0.0,0.0
20708,Other,Lost Swift,"Greatly increases movement speed.
Effect cannot be stacked with other movement speed enhancing abilities.
Duration: 10s
Spirit of the Breathtaker Effect: Increases evasion by 30%
Duration: 60s
Spirit of the Watcher Effect: Grants Rapid Recast to self
Rapid Recast Effect: Shortens recast time for next ability used by 60%
Effect only applies to certain abilities.
Duration: 30s",0.0,90.0
20707,Other,Lost Steelsting,"Grants the effect of Lost Steelsting to self or target ally.
Lost Steelsting Effect: All attacks deal physical damage. However, all bonuses to damage dealt are determined by the attack's base damage type.
Duration: 300s
Effect cannot be stacked with Lost Spellforge.",2.5,2.5
20706,Other,Lost Spellforge,"Grants the effect of Lost Spellforge to self or target ally.
Lost Spellforge Effect: All attacks deal magic damage. However, all bonuses to damage dealt are determined by the attack's base damage type.
Duration: 300s
Effect cannot be stacked with Lost Steelsting.",2.5,2.5
20705,Other,Lost Stealth,"Blend in with your surroundings, making it impossible for most enemies to detect you, but reducing movement speed by 25%. Has no effect on certain enemies with special sight.
Cannot be executed while in combat.
Effect ends upon use of any action other than Sprint, or upon reuse.",0.0,15.0
22355,Other,Lost Aethershield,"Reduces damage taken by self and nearby party members by 30%.
Duration: 15s",0.0,60.0
12980,Other,Feint L,"Delivers an attack with a potency of 100.
Additional Effect: Reduces target's evasion
Duration: 60s",0.0,2.5
12979,Other,Dispel L,Removes one beneficial status from target.,2.5,2.5
12978,Other,Catastrophe L,"Deals unaspected damage to all nearby enemies with a potency of 4,000, while dealing damage with a potency of 999,999 to self.",0.0,300.0
12977,Other,Spirit Dart L,"Delivers a ranged attack with a potency of 100.
Additional Effect: Afflicts target with Spirit Dart L, increasing damage taken by 8%
Duration: 60s",0.0,2.5
12976,Other,Featherfoot L,"Increases evasion by 15%.
Duration: 45s",0.0,90.0
12975,Other,Swift L,"Greatly increases movement speed.
Duration: 10s",0.0,90.0
12974,Other,Paralyze L III,"Afflicts target and all neaby enemies with Paralysis.
Duration: 60s",2.5,2.5
12973,Other,Paralyze L,"Afflicts target with Paralysis.
Duration: 60s",2.5,2.5
12972,Other,Focus L,"Grants a stack of Boost, up to a maximum of 16.
Boost Bonus: Increases potency of next weaponskill by 30% per stack
Duration: 30s
Shares a recast timer with all weaponskills.",0.0,2.5
12971,Other,Death L,"KOs target. The less the target's HP, the greater the chance of success.",5.0,300.0
12970,Other,Shell L,"Reduces magic damage taken by 22%.
Duration: 30m",2.5,2.5
12969,Other,Protect L,"Reduces physical damage taken by 22%.
Duration: 30m",2.5,2.5
20737,Other,Resistance Potion Kit,"Grants Auto-potion to self.
Auto-potion Effect: Restores HP automatically when HP falls below 50%
Duration: 600s
When triggered, there is a 50% chance the effect will end.
Spirit of the Breathtaker Effect: Chance for Auto-potion effect to end is reduced to 10%
Shares a recast timer with Resistance Ether Kit and Resistance Medikit.",0.0,30.0
12967,Other,Wisdom of the Breathtaker,"Increases poison resistance and movement speed, including mount speed, and increases evasion by 10%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12965,Other,Wisdom of the Templar,"Increases healing magic potency by 50% and maximum HP by 30%, while reducing damage dealt by 5%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12964,Other,Wisdom of the Watcher,"Increases evasion by 25% while reducing damage dealt by 5%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12963,Other,Wisdom of the Skirmisher,"Increases damage dealt by 20%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12962,Other,Wisdom of the Ordained,"Increases maximum MP by 50% and healing magic potency by 25%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12961,Other,Wisdom of the Guardian,"Reduces damage taken by 45% while increasing maximum HP by 10%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12960,Other,Wisdom of the Platebearer,"Reduces damage taken by 80% while increasing maximum HP by 50%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12959,Other,Wisdom of the Martialist,"Increases damage dealt by 40%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12958,Other,Wisdom of the Aetherweaver,"Increases magic damage dealt by 60%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
19700,Other,Aetheromatic Auger,Release a blast of highly destructive compressed aether.,3.0,2.5
20701,Other,Lost Paralyze III,"Afflicts target and all nearby enemies with Paralysis.
Duration: 60s",2.5,2.5
20702,Other,Lost Banish III,"Deals unaspected damage with a potency of 200 to target and all enemies nearby it.
Additional Effect: Increases damage undead enemies take by 25%
Duration: 60s",2.5,2.5
20703,Other,Lost Manawall,"Temporarily applies Heavy to self, while reducing damage taken by 90% and nullifying most knockback and draw-in effects.
Duration: 6s",0.0,360.0
20704,Other,Lost Dispel,"Removes one beneficial status from target.
Cancels auto-attack upon execution.",2.5,2.5
12966,Other,Wisdom of the Irregular,"Increases damage dealt by 30% while reducing magic defense by 60%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
12982,Other,Aetherial Manipulation L,"Rush to a target's side.
Unable to cast if bound.",0.0,5.0
20738,Other,Resistance Ether Kit,"Grants Auto-ether to self.
Auto-ether Effect: Restores MP automatically when MP falls below 20%
Duration: 600s
When triggered, there is a 50% chance the effect will end.
Spirit of the Breathtaker Effect: Chance for Auto-ether effect to end is reduced to 10%
Shares a recast timer with Resistance Potion Kit and Resistance Medikit.",0.0,30.0
20740,Other,Resistance Potion,"Gradually restores HP.
Cure Potency: 1,600
Duration: 40s
Shares a recast timer with Dynamis Dice and Resistance Elixir.",0.0,40.0
20759,Other,Deep Essence of the Veteran,"Increases physical defense by 180%, magic defense by 54%, and maximum HP by 72%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20760,Other,Deep Essence of the Platebearer,"Increases defense by 96% and maximum HP by 54%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20761,Other,Deep Essence of the Guardian ,"Increases defense by 36% and maximum HP by 12%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20762,Other,Deep Essence of the Ordained,"Increases damage dealt by 24%, healing potency by 30%, and maximum MP by 60%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20763,Other,Deep Essence of the Skirmisher,"Increases damage dealt by 24% and critical hit rate by 18%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20764,Other,Deep Essence of the Watcher,"Reduces maximum HP by 3% while increasing evasion by 48%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20765,Other,Deep Essence of the Profane,"Reduces healing potency by 70% while increasing damage dealt by 120%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20766,Other,Deep Essence of the Irregular,"Increases damage dealt by 108% and damage taken by 200% while reducing maximum HP by 30%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20767,Other,Deep Essence of the Breathtaker,"Increases poison resistance and movement speed, including mount speed, and increases evasion by 20%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20768,Other,Deep Essence of the Bloodsucker,"Increases damage dealt by 48%.
Additional Effect: Absorb a portion of damage dealt as HP
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20769,Other,Deep Essence of the Beast,"Increases defense by 60% and maximum HP by 54%.
Additional Effect: Absorb a portion of damage dealt as HP
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20770,Other,Deep Essence of the Templar,"Increases defense by 60%, maximum HP by 54%, and damage dealt by 72%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
22344,Other,Lost Perception,"Detect traps within a radius of 15 yalms.
If there are no traps within 15 yalms, alerts you to the presence of traps with a radius of 36 yalms.
※This action can only be used in Delubrum Reginae.",0.0,1.5
23909,Other,Lost Burst,"Deals lightning damage with a potency of 300 to all nearby enemies.
Additional Effect: Interrupts all nearby enemies
Additional Effect: Increases damage taken by enemies with Magical Aversion by 10%
Duration: 60s",0.0,2.5
23908,Other,Lost Stoneskin II,"Creates a barrier around self and all party members near you that absorbs damage totaling 10% of maximum HP.
Duration: 30s",3.0,2.5
23907,Other,Lodestone,"Instantly return to the starting point of the area.
Cannot be executed while in combat.
Shares a recast timer with all other weaponskills and spells.",0.0,2.5
22345,Other,Lost Sacrifice,"Restores all of a KO'd target's HP.
Cannot be executed if currently afflicted with Sacrifice.
Additional Effect: Inflicts Sacrifice on self
Sacrifice Effect: When effect expires, you will be KO'd
Duration: 10s",3.0,2.5
22346,Other,Pure Essence of the Gambler,"Increases evasion by 11%, critical hit rate by 77%, and direct hit rate by 77%.
Effect ends upon reuse.
Cannot be used with other Essence, Deep Essence, or Pure Essence actions.
It is said that Pure Essences may grant unexpected effects...
※This action can only be used in Delubrum Reginae.",0.0,0.0
22347,Other,Pure Essence of the Elder,"Increases defense by 25%, damage dealt by 50%, and maximum HP by 100%.
Effect ends upon reuse.
Cannot be used with other Essence, Deep Essence, or Pure Essence actions.
It is said that Pure Essences may grant unexpected effects...
※This action can only be used in Delubrum Reginae.",0.0,0.0
22348,Other,Pure Essence of the Duelist,"Increases defense by 60%, damage dealt by 60%, and maximum HP by 81%.
Effect ends upon reuse.
Cannot be used with other Essence, Deep Essence, or Pure Essence actions.
It is said that Pure Essences may grant unexpected effects...
※This action can only be used in Delubrum Reginae.",0.0,0.0
22349,Other,Pure Essence of the Fiendhunter,"Increases defense by 60%, damage dealt by 50%, and maximum HP by 81%.
Effect ends upon reuse.
Cannot be used with other Essence, Deep Essence, or Pure Essence actions.
It is said that Pure Essences may grant unexpected effects...
※This action can only be used in Delubrum Reginae.",0.0,0.0
22350,Other,Pure Essence of the Indomitable,"Increases defense by 40%, damage dealt by 72%, and maximum HP by 50%.
Effect ends upon reuse.
Cannot be used with other Essence, Deep Essence, or Pure Essence actions.
It is said that Pure Essences may grant unexpected effects...
※This action can only be used in Delubrum Reginae.",0.0,0.0
22351,Other,Pure Essence of the Divine,"Increases defense by 25%, damage dealt by 35%, and maximum HP by 100%.
Effect ends upon reuse.
Cannot be used with other Essence, Deep Essence, or Pure Essence actions.
It is said that Pure Essences may grant unexpected effects...
※This action can only be used in Delubrum Reginae.",0.0,0.0
22352,Other,Lost Flare Star,"Consumes MP to deal unaspected damage with a potency of 300 to all nearby enemies.
Additional Effect: Unaspected damage over time
Potency: 350
Duration: 60s
The damage over time effect of Lost Flare Star can only be applied once per target at any given time. This effect cannot be stacked by multiple players.",0.0,5.0
7560,Other,Addle,"Lowers target's physical damage dealt by 5% and magic damage dealt by 10%.
Duration: 15/10/s",0.0,90.0
22353,Other,Lost Rend Armor,"Delivers a jumping attack with a potency of 100.
Additional Effect: Increases target's damage taken by 10%.
Duration: 30s
Cannot be executed while bound.",0.0,60.0
22354,Other,Lost Seraph Strike,"Consumes MP to deliver a jumping attack that deals unaspected damage with a potency of 500.
Additional Effect: Reduces target's accuracy by 10%.
Duration: 15s
Additional Effect: Grants Cleric Stance to self.
Cleric Stance Bonus: Reduces healing potency by 60% while increasing damage dealt by 60%.
Duration: 15s
Cannot be executed while bound.",0.0,60.0
20758,Other,Deep Essence of the Savior,"Increases healing potency by 72%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20757,Other,Deep Essence of the Martialist,"Increases damage dealt by 72%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20756,Other,Deep Essence of the Aetherweaver,"Increases damage dealt by 96%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20755,Other,Essence of the Templar,"Increases defense by 50%, maximum HP by 45%, and damage dealt by 60%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20741,Other,Essence of the Aetherweaver,"Increases damage dealt by 80%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20742,Other,Essence of the Martialist,"Increases damage dealt by 60%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20743,Other,Essence of the Savior,"Increases healing potency by 60%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20744,Other,Essence of the Veteran,"Increases physical defense by 150%, magic defense by 45%, and maximum HP by 60%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20745,Other,Essence of the Platebearer,"Increases defense by 80% and maximum HP by 45%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20746,Other,Essence of the Guardian,"Increases defense by 30% and maximum HP by 10%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20747,Other,Essence of the Ordained,"Increases damage dealt by 20%, healing potency by 25%, and maximum MP by 50%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20748,Other,Essence of the Skirmisher,"Increases damage dealt by 20% and critical hit rate by 15%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
24280,Other,Aetheromatic Clipper,Release a blast of fleece-shearing aether. No animals were harmed in the development of this device. Probably.,3.0,2.5
20749,Other,Essence of the Watcher,"Reduces maximum HP by 5% while increasing evasion by 40%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20750,Other,Essence of the Profane,"Reduces healing potency by 70% while increasing damage dealt by 100%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20751,Other,Essence of the Irregular,"Increases damage dealt by 90% and damage taken by 200% while reducing maximum HP by 30%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20752,Other,Essence of the Breathtaker,"Increases poison resistance and movement speed, including mount speed, and increases evasion by 10%.
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20739,Other,Resistance Medikit,"Removes a single detrimental effect from self. When not suffering from detrimental effects, creates a barrier that protects against most status ailments. The barrier is removed after curing the next status ailment suffered.
Effect cannot be stacked with similar barrier actions.
Duration: 30m
Shares a recast timer with Resistance Potion Kit and Resistance Ether Kit.",0.0,45.0
23922,Other,Resistance Elixir,"Restores own HP and MP to maximum.
Shares a recast timer with Resistance Potion and Dynamis Dice.",0.0,90.0
23920,Other,Lost Full Cure,"Fully restores HP and MP while granting Auto-potion and Auto-ether to self and nearby party members.
Auto-potion Effect: Restores HP automatically when HP falls below 50%
Duration: 600s
When triggered, there is a 50% chance the effect will end.
Auto-ether Effect: Restores MP automatically when MP falls below 20%
Duration: 600s
When triggered, there is a 50% chance the effect will end.
Spirit of the Breathtaker Effect: Chance for Auto-potion and Auto-ether effect to end is reduced to 10%",0.0,180.0
23919,Other,Lost Excellence,"Instantly cures Weakness and temporarily nullifies most attacks, while increasing damage dealt by 65%. Memorable will be applied when effect ends.
Duration: 10s
Memorable Effect: Increases damage dealt by 65% while decreasing damage taken by 10%
Duration: 50s
Can only be executed while in combat.",0.0,300.0
23918,Other,Lost Impetus,"Quickly dash 10 yalms forward.
Additional Effect: Applies Lost Swift to self and nearby party members
Lost Swift Effect: Greatly increases movement speed
Effect cannot be stacked with other movement speed enhancing abilities.
Duration: 10s
Spirit of the Breathtaker Effect: Increases evasion of self and nearby party members by 15%
Duration: 60s
Spirit of the Watcher Effect: Grants Rapid Recast to self and nearby party members
Rapid Recast Effect: Shortens recast time for next ability used by 25%
Effect only applies to certain abilities.
Duration: 15s
Cannot be executed while bound.",0.0,30.0
23917,Other,Lost Bubble,"Increases maximum HP of self or target player by 30%.
Duration: 600s",2.5,2.5
23916,Other,Lost Shell II,"Applies a barrier to self or target player reducing magic damage taken by 15%.
Duration: 30m",2.5,2.5
23915,Other,Lost Protect II,"Applies a barrier to self or target player reducing physical damage taken by 15%.
Duration: 30m",2.5,2.5
23914,Other,Lost Assassination,"Delivers a close-quarter attack with a potency of 350. Chance of instant KO when attacking from the rear, which increases the lower the target's HP.
Spirit of the Beast Effect: Grants the effect of Lost Font of Power to self
Lost Font of Power Effect: Increases damage dealt by 30% and critical hit rate by 40%
Duration: 18s
This action does not share a recast timer with any other actions. Furthermore, the recast timer cannot be affected by other actions.",0.0,15.0
23913,Other,Lost Chainspell,"Temporarily eliminates cast time for all spells.
Duration: 30s
Additional Effect: Magic Burst
Magic Burst Effect: Increases spell damage by 45% while increasing MP cost
Duration: 30s
Spirit of the Ordained Effect: Raises Magic Burst spell damage increase to 100% and nullifies additional MP cost
Spirit of the Watcher Effect: Lost Chainspell duration is extended to 90s
Can only be executed while in combat.",0.0,90.0
23912,Other,Lost Reraise,"Grants the effect of Reraise to self or target player.
Reraise Effect: Grants an 80% chance of automatic revival upon KO
Duration: 180m",2.5,2.5
23911,Other,Light Curtain,"Grants the effect of Lost Reflect to self.
Lost Reflect Effect: Reflects most magic attacks
Duration: 10s
Shares a recast timer with all other weaponskills and spells.",0.0,2.5
23910,Other,Lost Rampage,"Delivers an attack with a potency of 300 to all nearby enemies.
Additional Effect: Interrupts all nearby enemies
Additional Effect: Increases damage taken by enemies with Physical Aversion by 10%
Duration: 60s",0.0,2.5
20753,Other,Essence of the Bloodsucker,"Increases damage dealt by 40%.
Additional Effect: Absorb a portion of damage dealt as HP
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
20754,Other,Essence of the Beast,"Increases defense by 50% and maximum HP by 45%.
Additional Effect: Absorb a portion of damage dealt as HP
Effect ends upon reuse.
Cannot be used with other Essence or Deep Essence actions.",0.0,0.0
23921,Other,Lost Blood Rage,"Increases damage dealt by 15% and reduces damage taken by 5% per stack. Stacks increase with each use of a dash attack while effect is active, to a maximum of 4.
Duration: 18s
Maximum stacks grant the effect of Blood Rush.
Blood Rush Effect: Increases damage dealt by 60%, shortens recast times of abilities by 75%, and gradually restores HP and MP. Recast time reduction does not apply to charged actions.
Duration: 30s
Can only be executed while in combat.",0.0,180.0
12983,Other,Backstep L,Jump 10 yalms back from current position. Cannot be executed while bound.,0.0,5.0
12981,Other,Stealth L,"Blend in with your surroundings, making it impossible for most enemies to detect you, but reducing movement speed by 50%. Has no effect on certain enemies with special sight.
Cannot be executed while in combat.
Effect ends upon use of any action other than Sprint, or upon reuse.",0.0,15.0
12985,Other,Bloodbath L,"Converts a portion of damage dealt into HP.
Duration: 45s",0.0,60.0
12984,Other,Tranquilizer L,"Stuns target.
Duration: 8s",0.0,30.0
14481,Other,Sacrifice L,"Restores all of a KO'd target's HP.
Cannot be executed if currently afflicted with Sacrifice.
Additional Effect: Inflicts Sacrifice on self
Sacrifice Effect: When effect expires, you will be KO'd
Duration: 10s",3.0,2.5
14480,Other,Wisdom of the Indomitable,"Reduces damage taken by 64%.
Grants one stack of HP Boost each time damage equal to or greater than half of maximum HP is taken from a single-target attack.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
14479,Other,Wisdom of the Fiendhunter,"Increases physical damage dealt by 25% and evasion by 25%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
14478,Other,Wisdom of the Duelist,"Increases physical damage dealt by 40% and maximum HP by 15%.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
14477,Other,Wisdom of the Elder,"Increases magic damage dealt by 35% while reducing magic damage taken by 22% and decreasing spell MP cost.
Cannot be used with other Wisdom abilities.
Effect ends upon reuse or upon replacement of duty action.",0.0,10.0
14476,Other,Perception L,"Reveals all traps within a 15-yalm radius. If no traps exist within 15 yalms, detects whether any traps are present within a 36-yalm radius.
Only effective within dungeons.",0.0,3.5
13007,Other,Eagle Eye Shot L,"Delivers a ranged attack with a potency of 80. Potency increases up to 1,000% the lower the target's HP.
Generates significant enmity upon use.",0.0,2.5
13006,Other,Double Edge L,"Increases physical damage dealt while dealing damage to self over time.
Stacks increase every 3 seconds, up to a maximum of 16. For each stack, physical damage dealt is increased by 15%, and potency of damage dealt to self increases by 360.
Duration: 48s",0.0,90.0
13005,Other,Magic Burst L,"Increases spell damage by 100% while increasing MP cost.
Duration: 20s",0.0,90.0
13004,Other,Banish L III,"Deals unaspected damage with a potency of 150 to target and all enemies nearby it.
Additional Effect: Afflicts undead targets with Banish L, increasing damage taken by 25%
Duration: 60s",3.0,2.5
13003,Other,Banish L,"Deals unaspected damage with a potency of 200.
Additional Effect: Afflicts undead targets with Banish L, increasing damage taken by 25%
Duration: 60s",2.5,2.5
13002,Other,Refresh L,"Increases the amount of magia aether regenerated over time by self and nearby party members.
Duration: 30s",3.0,2.5
13001,Other,Smite L,"Delivers an attack with a potency of 1,000.
Can only be executed when your HP is below 50%.
Additional Effect: Restores an amount of own HP proportional to damage dealt",0.0,45.0
13000,Other,Reflect L,"Creates a magic-reflecting barrier around self or party member.
Duration: 10s",0.0,2.5
22356,Other,Lost Dervish,"Increases critical hit rate of self and nearby party members by 10%, increases damage dealt by 7%, and reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay by 1%.
Duration: 60s",0.0,90.0
12986,Other,Rejuvenate L,Instantly restores 50% of maximum HP and MP.,0.0,30.0
12987,Other,Haymaker L,"Delivers an attack with a potency of 300.
Can only be executed immediately after evading an attack.
Additional Effect: Slow +20%
Duration: 30s",0.0,30.0
12988,Other,Rapid Recast L,"Shortens recast time for next ability used by 50%.
Duration: 15s",0.0,90.0
12989,Other,Cure L,"Restores target's HP.
Cure Potency: 9,000",2.0,2.5
12991,Other,Stoneskin L,"Creates a barrier around target that absorbs damage totaling 10% of target's maximum HP.
Duration: 30s",2.0,2.5
12992,Other,Cure L III,"Restores own or target party member's HP and all party members nearby target.
Cure Potency: 9,000",2.0,2.5
12990,Other,Cure L II,"Restores target's HP.
Cure Potency: 12,000",0.0,5.0
12994,Other,Esuna L,Removes a single detrimental effect from target.,1.0,2.5
12995,Other,Incense L,"Gesture threateningly, placing yourself at the top of a target's enmity list and increasing enmity generation.
Duration: 15s",0.0,20.0
12996,Other,Raise L,Resurrects target to a weakened state.,3.0,2.5
12997,Other,Bravery L,"Increases target's damage dealt by 10%.
Duration: 300s",2.5,2.5
12998,Other,Solid Shield L,"Reduces physical damage taken by 99%.
Duration: 8s",0.0,300.0
12993,Other,Regen L,"Grants Regen to target.
Cure Potency: 2,500
Duration: 21s",0.0,2.5
12999,Other,Spell Shield L,"Reduces magic damage taken by 99%.
Duration: 8s",0.0,300.0
39783,PCT,Retribution of the Madeen,"Render your Madeen portrait to life, dealing unaspected damage with a potency of 15,000 to all enemies in a straight line.
Additional Effect: Bind
Duration: 3s
Can only be cast while under the effect of Madeen Portrait.

※This action cannot be assigned to a hotbar.",0.0,2.5
39213,PCT,Subtractive Palette,"Grants Subtractive Palette.
Effect ends upon reuse.",0.0,1.0
39214,PCT,Release Subtractive Palette,Cancels the effect of Subtractive Palette.,0.0,1.0
